Property Sub Type,Close$/SqFt,Close_Year,Close_Month,close_month_index,Close Date,SqFt,# Beds
Single Family Resi,0.93,2021,11,47,11/15/21,2684.0,3.0
Single Family Resi,1.04,2021,11,47,11/20/21,2434.0,4.0
Single Family Resi,1.08,2021,11,47,11/12/21,2360.0,4.0
Single Family Resi,1.19,2021,11,47,11/1/21,2350.0,4.0
Single Family Resi,1.06,2021,11,47,11/3/21,2678.0,4.0
Single Family Resi,1.39,2021,11,47,11/17/21,2408.0,4.0
Single Family Resi,0.62,2021,11,47,11/1/21,2569.0,5.0
Duplex,1.32,2021,11,47,11/5/21,1363.0,2.0
Duplex,0.64,2021,11,47,11/1/21,2895.0,2.0
Single Family Resi,1.39,2021,11,47,11/11/21,1352.0,3.0
Single Family Resi,0.87,2021,11,47,11/12/21,2299.0,3.0
Single Family Resi,1.34,2021,11,47,11/6/21,1487.0,3.0
Single Family Resi,0.9,2021,11,47,11/23/21,2233.0,3.0
Single Family Resi,1.32,2021,11,47,11/1/21,1590.0,3.0
Single Family Resi,1.8,2021,11,47,11/1/21,1167.0,3.0
Single Family Resi,1.28,2021,11,47,11/19/21,1680.0,4.0
Single Family Resi,1.49,2021,11,47,11/16/21,1479.0,3.0
Single Family Resi,1.29,2021,11,47,11/4/21,1710.0,3.0
Single Family Resi,0.97,2021,11,47,11/5/21,2310.0,3.0
Single Family Resi,1.32,2021,11,47,11/4/21,1745.0,4.0
Single Family Resi,1.2,2021,11,47,11/24/21,1909.0,3.0
Single Family Resi,1.52,2021,11,47,11/7/21,1510.0,3.0
Single Family Resi,1.38,2021,11,47,11/30/21,1707.0,3.0
Single Family Resi,1.3,2021,11,47,11/20/21,1884.0,3.0
Single Family Resi,1.4,2021,11,47,11/25/21,1744.0,3.0
Single Family Resi,1.29,2021,11,47,11/1/21,1898.0,3.0
Single Family Resi,1.39,2021,11,47,11/29/21,1795.0,3.0
Single Family Resi,1.2,2021,11,47,11/15/21,2077.0,3.0
Single Family Resi,1.25,2021,11,47,11/9/21,1997.0,3.0
Single Family Resi,1.57,2021,11,47,11/5/21,1591.0,3.0
Single Family Resi,1.11,2021,11,47,11/24/21,2253.0,4.0
Single Family Resi,1.44,2021,11,47,11/1/21,1803.0,3.0
Single Family Resi,1.28,2021,11,47,11/1/21,2031.0,4.0
Single Family Resi,1.8,2021,11,47,11/1/21,1438.0,3.0
Single Family Resi,1.06,2021,11,47,11/18/21,2554.0,3.0
Single Family Resi,1.09,2021,11,47,11/3/21,2660.0,5.0
Single Family Resi,1.24,2021,11,47,11/6/21,2508.0,4.0
Single Family Resi,1.05,2021,11,47,11/9/21,3137.0,5.0
Single Family Resi,1.29,2021,11,47,11/1/21,2596.0,4.0
Single Family Resi,1.25,2021,11,47,11/16/21,2807.0,4.0
Single Family Resi,1.33,2021,11,47,11/1/21,1723.0,3.0
Single Family Resi,1.52,2021,11,47,11/1/21,1574.0,3.0
Single Family Resi,1.75,2021,11,47,11/29/21,1488.0,3.0
Single Family Resi,1.09,2021,11,47,11/23/21,2387.0,4.0
Single Family Resi,1.13,2021,11,47,11/16/21,2327.0,4.0
Single Family Resi,1.29,2021,11,47,11/12/21,2047.0,3.0
Single Family Resi,1.38,2021,11,47,11/1/21,2058.0,3.0
Single Family Resi,1.8,2021,11,47,11/4/21,1608.0,3.0
Single Family Resi,1.28,2021,11,47,11/19/21,2342.0,4.0
Single Family Resi,1.17,2021,11,47,11/10/21,2650.0,4.0
Single Family Resi,1.12,2021,11,47,11/19/21,2866.0,3.0
Single Family Resi,1.24,2021,11,47,11/9/21,2662.0,4.0
Single Family Resi,1.07,2021,11,47,11/5/21,3456.0,5.0
Single Family Resi,1.28,2021,11,47,11/27/21,2974.0,4.0
Single Family Resi,1.09,2021,11,47,11/4/21,3677.0,4.0
Single Family Resi,1.26,2021,11,47,11/1/21,3392.0,4.0
See Remarks,2.48,2021,11,47,11/5/21,250.0,1.0
See Remarks,1.6,2021,11,47,11/10/21,500.0,1.0
Single Family Resi,2.67,2021,11,47,11/1/21,300.0,1.0
Duplex,0.3,2021,11,47,11/23/21,2942.0,1.0
Condominium,2.35,2021,11,47,11/1/21,425.0,0.0
Apartment,1.23,2021,11,47,11/15/21,816.0,2.0
Condominium,2.79,2021,11,47,11/25/21,368.0,1.0
Apartment,2.43,2021,11,47,11/15/21,452.0,1.0
Single Family Resi,3.83,2021,11,47,11/22/21,300.0,1.0
Condominium,2.35,2021,11,47,11/12/21,509.0,1.0
Condominium,2.12,2021,11,47,11/29/21,564.0,0.0
Condominium,2.73,2021,11,47,11/29/21,448.0,1.0
Condominium,1.68,2021,11,47,11/18/21,767.0,1.0
Condominium,1.12,2021,11,47,11/29/21,1152.0,1.0
Condominium,2.74,2021,11,47,11/18/21,472.0,1.0
Duplex,2.33,2021,11,47,11/29/21,600.0,2.0
Condominium,2.4,2021,11,47,11/1/21,581.0,1.0
Apartment,2.22,2021,11,47,11/30/21,630.0,1.0
Duplex,1.81,2021,11,47,11/12/21,827.0,2.0
Condominium,2.73,2021,11,47,11/1/21,550.0,1.0
Condominium,2.0,2021,11,47,11/12/21,751.0,2.0
Condominium,2.23,2021,11,47,11/2/21,684.0,2.0
Apartment,0.08,2021,11,47,11/2/21,19015.0,2.0
Condominium,1.75,2021,11,47,11/2/21,912.0,2.0
Condominium,1.79,2021,11,47,11/3/21,950.0,2.0
Apartment,1.91,2021,11,47,11/10/21,891.0,2.0
Condominium,2.04,2021,11,47,11/15/21,929.0,2.0
Duplex,0.78,2021,11,47,11/30/21,3353.0,3.0
Single Family Resi,1.86,2021,11,47,11/23/21,1777.0,4.0
Apartment,1.99,2021,11,47,11/8/21,1710.0,4.0
Duplex,2.06,2021,11,47,11/30/21,1700.0,3.0
Single Family Resi,2.37,2021,11,47,11/11/21,1500.0,5.0
Single Family Resi,2.8,2021,11,47,11/23/21,1288.0,5.0
Single Family Resi,2.14,2021,11,47,11/29/21,1708.0,4.0
Single Family Resi,0.68,2021,11,47,11/16/21,5378.0,5.0
Single Family Resi,2.11,2021,11,47,11/12/21,1800.0,3.0
Townhouse,3.31,2021,11,47,11/1/21,1301.0,2.0
Single Family Resi,2.74,2021,11,47,11/9/21,2375.0,6.0
Single Family Resi,2.14,2021,11,47,11/5/21,4592.0,6.0
Duplex,1.56,2021,11,47,11/13/21,992.0,2.0
Condominium,1.27,2021,11,47,11/20/21,1456.0,2.0
Single Family Resi,1.52,2021,11,47,11/1/21,1250.0,1.0
Condominium,1.56,2021,11,47,11/29/21,1342.0,2.0
Single Family Resi,1.74,2021,11,47,11/1/21,1210.0,3.0
Condominium,1.44,2021,11,47,11/1/21,1497.0,2.0
Single Family Resi,1.38,2021,11,47,11/24/21,1745.0,3.0
Single Family Resi,1.0,2021,11,47,11/18/21,2497.0,3.0
Single Family Resi,1.68,2021,11,47,11/26/21,1515.0,3.0
Single Family Resi,1.25,2021,11,47,11/22/21,2161.0,4.0
Single Family Resi,1.7,2021,11,47,11/12/21,1710.0,3.0
Single Family Resi,2.35,2021,11,47,11/15/21,2344.0,4.0
Apartment,1.66,2019,1,13,1/30/19,509.0,1.0
Condominium,1.41,2019,1,13,1/1/19,633.0,1.0
Condominium,2.19,2019,1,13,1/18/19,545.0,1.0
See Remarks,1.26,2019,1,13,1/10/19,950.0,2.0
Condominium,1.53,2019,1,13,1/25/19,816.0,2.0
Condominium,0.27,2019,1,13,1/18/19,4588.0,2.0
Condominium,1.37,2019,1,13,1/31/19,985.0,2.0
Townhouse,1.51,2019,1,13,1/5/19,961.0,2.0
Duplex,1.33,2019,1,13,1/25/19,1090.0,2.0
Condominium,1.5,2019,1,13,1/19/19,985.0,2.0
Condominium,1.53,2019,1,13,1/6/19,979.0,2.0
Condominium,1.31,2019,1,13,1/20/19,1183.0,2.0
Duplex,1.26,2019,1,13,1/11/19,1228.0,3.0
Duplex,0.61,2019,1,13,1/25/19,2530.0,3.0
Duplex,1.6,2019,1,13,1/30/19,1000.0,2.0
Duplex,1.65,2019,1,13,1/15/19,1000.0,3.0
Condominium,1.38,2019,1,13,1/30/19,1229.0,2.0
Townhouse,1.04,2019,1,13,1/2/19,1904.0,3.0
Duplex,1.41,2019,1,13,1/31/19,1417.0,3.0
Townhouse,0.98,2019,1,13,1/29/19,2150.0,2.0
Townhouse,1.31,2019,1,13,1/25/19,1717.0,3.0
Condominium,2.25,2019,1,13,1/23/19,1022.0,2.0
Duplex,1.5,2019,1,13,1/30/19,1600.0,2.0
Single Family Resi,1.39,2019,1,13,1/23/19,1931.0,4.0
Duplex,1.54,2019,1,13,1/30/19,1757.0,3.0
Duplex,1.55,2019,1,13,1/30/19,1757.0,3.0
Single Family Resi,1.3,2019,1,13,1/28/19,2544.0,3.0
Single Family Resi,1.35,2019,1,13,1/11/19,2587.0,3.0
Single Family Resi,1.51,2019,1,13,1/21/19,2473.0,3.0
Single Family Resi,1.45,2019,1,13,1/11/19,2625.0,3.0
Single Family Resi,1.68,2019,1,13,1/8/19,2386.0,4.0
Apartment,2.21,2019,1,13,1/31/19,450.0,1.0
Apartment,2.71,2019,1,13,1/28/19,400.0,1.0
Apartment,1.19,2019,1,13,1/25/19,925.0,2.0
Apartment,1.39,2019,1,13,1/16/19,825.0,1.0
Condominium,3.22,2019,1,13,1/8/19,373.0,1.0
Condominium,1.49,2019,1,13,1/28/19,892.0,2.0
Duplex,1.52,2019,1,13,1/11/19,1050.0,2.0
See Remarks,2.0,2019,1,13,1/31/19,800.0,2.0
Condominium,2.46,2019,1,13,1/16/19,650.0,1.0
Single Family Resi,1.61,2019,1,13,1/16/19,1050.0,1.0
Single Family Resi,2.0,2019,1,13,1/26/19,849.0,2.0
Single Family Resi,1.75,2019,1,13,1/25/19,1028.0,1.0
Single Family Resi,1.6,2019,1,13,1/20/19,1125.0,3.0
Quadruplex,1.64,2019,1,13,1/16/19,1100.0,2.0
Single Family Resi,1.24,2019,1,13,1/30/19,1491.0,3.0
Duplex,1.72,2019,1,13,1/24/19,1100.0,3.0
Condominium,2.22,2019,1,13,1/4/19,855.0,2.0
Condominium,2.07,2019,1,13,1/1/19,964.0,2.0
Condominium,1.84,2019,1,13,1/22/19,1085.0,2.0
Single Family Resi,0.89,2019,1,13,1/1/19,2358.0,2.0
Single Family Resi,1.9,2019,1,13,1/3/19,1134.0,2.0
Duplex,1.17,2019,1,13,1/7/19,1839.0,3.0
Single Family Resi,1.05,2019,1,13,1/23/19,2200.0,3.0
Single Family Resi,1.83,2019,1,13,1/24/19,1256.0,3.0
Townhouse,1.85,2019,1,13,1/23/19,1349.0,2.0
Single Family Resi,3.09,2019,1,13,1/11/19,807.0,2.0
Condominium,2.1,2019,1,13,1/1/19,1259.0,2.0
Condominium,2.21,2019,1,13,1/1/19,1266.0,2.0
Single Family Resi,1.23,2019,1,13,1/27/19,2514.0,3.0
Single Family Resi,2.05,2019,1,13,1/24/19,1582.0,3.0
Single Family Resi,2.65,2019,1,13,1/24/19,1320.0,3.0
Single Family Resi,2.28,2019,1,13,1/29/19,1756.0,2.0
Single Family Resi,2.37,2019,1,13,1/14/19,1790.0,3.0
Single Family Resi,1.47,2019,1,13,1/15/19,2887.0,3.0
Apartment,2.78,2019,1,13,1/7/19,1943.0,2.0
Condominium,2.99,2019,1,13,1/25/19,2009.0,3.0
Single Family Resi,1.74,2019,1,13,1/2/19,3456.0,4.0
Quadruplex,1.19,2019,1,13,1/28/19,780.0,2.0
Quadruplex,1.22,2019,1,13,1/31/19,780.0,2.0
Quadruplex,1.07,2019,1,13,1/1/19,984.0,2.0
Condominium,1.2,2019,1,13,1/18/19,916.0,2.0
Duplex,1.17,2019,1,13,1/25/19,981.0,2.0
Duplex,0.65,2019,1,13,1/25/19,1780.0,2.0
Duplex,0.69,2019,1,13,1/17/19,1805.0,2.0
Duplex,0.76,2019,1,13,1/1/19,1680.0,2.0
Duplex,0.67,2019,1,13,1/2/19,1936.0,3.0
Single Family Resi,1.28,2019,1,13,1/17/19,1089.0,2.0
Single Family Resi,1.11,2019,1,13,1/31/19,1303.0,3.0
Single Family Resi,1.02,2019,1,13,1/17/19,1469.0,4.0
Single Family Resi,1.42,2019,1,13,1/31/19,1089.0,3.0
Condominium,1.17,2019,1,13,1/8/19,1363.0,2.0
Single Family Resi,1.07,2019,1,13,1/1/19,1494.0,3.0
Single Family Resi,0.95,2019,1,13,1/15/19,1686.0,3.0
Condominium,1.34,2019,1,13,1/5/19,1197.0,2.0
Townhouse,0.96,2019,1,13,1/14/19,1718.0,2.0
Single Family Resi,1.18,2019,1,13,1/2/19,1400.0,3.0
Single Family Resi,1.38,2019,1,13,1/23/19,1224.0,3.0
Single Family Resi,0.89,2019,1,13,1/7/19,1914.0,4.0
Single Family Resi,1.23,2019,1,13,1/19/19,1411.0,3.0
Single Family Resi,1.34,2019,1,13,1/16/19,1335.0,3.0
Single Family Resi,1.05,2019,1,13,1/1/19,1717.0,4.0
Single Family Resi,0.84,2019,1,13,1/26/19,2268.0,4.0
Single Family Resi,1.16,2019,1,13,1/16/19,1651.0,4.0
Single Family Resi,0.84,2019,1,13,1/29/19,2370.0,4.0
Single Family Resi,0.71,2019,1,13,1/29/19,3078.0,5.0
Single Family Resi,1.06,2019,1,13,1/21/19,2174.0,3.0
Single Family Resi,1.17,2019,1,13,1/12/19,2552.0,4.0
Single Family Resi,1.24,2019,1,13,1/14/19,2428.0,4.0
Single Family Resi,0.87,2019,1,13,1/18/19,3468.0,4.0
Apartment,1.43,2019,1,13,1/22/19,526.0,1.0
Apartment,1.43,2019,1,13,1/15/19,526.0,1.0
See Remarks,0.09,2019,1,13,1/3/19,7916.0,1.0
Apartment,1.19,2019,1,13,1/21/19,651.0,1.0
Apartment,1.4,2019,1,13,1/18/19,640.0,1.0
Apartment,1.35,2019,1,13,1/22/19,723.0,2.0
Apartment,1.17,2019,1,13,1/2/19,850.0,2.0
Apartment,1.17,2019,1,13,1/2/19,850.0,2.0
Apartment,1.33,2019,1,13,1/30/19,768.0,2.0
Condominium,1.42,2019,1,13,1/29/19,775.0,1.0
Condominium,1.43,2019,1,13,1/30/19,770.0,1.0
Quadruplex,0.3,2019,1,13,1/3/19,3612.0,2.0
Condominium,1.33,2019,1,13,1/15/19,828.0,2.0
Single Family Resi,2.4,2019,1,13,1/28/19,500.0,1.0
Condominium,1.85,2019,1,13,1/9/19,650.0,1.0
Duplex,1.63,2019,1,13,1/18/19,750.0,2.0
Triplex,1.25,2019,1,13,1/26/19,1000.0,2.0
Single Family Resi,1.94,2019,1,13,1/21/19,720.0,2.0
Condominium,1.21,2019,1,13,1/6/19,1194.0,2.0
Duplex,1.58,2019,1,13,1/21/19,950.0,3.0
Duplex,1.83,2019,1,13,1/25/19,925.0,2.0
Single Family Resi,1.89,2019,1,13,1/14/19,900.0,2.0
Duplex,0.88,2019,1,13,1/30/19,1998.0,3.0
Duplex,1.19,2019,1,13,1/25/19,1514.0,3.0
Single Family Resi,1.77,2019,1,13,1/3/19,1018.0,3.0
Duplex,1.28,2019,1,13,1/31/19,1440.0,3.0
Single Family Resi,1.95,2019,1,13,1/22/19,1000.0,3.0
Duplex,0.65,2019,1,13,1/24/19,3070.0,3.0
Duplex,1.14,2019,1,13,1/29/19,1750.0,2.0
Townhouse,1.57,2019,1,13,1/7/19,1339.0,3.0
Duplex,1.39,2019,1,13,1/1/19,1758.0,3.0
Single Family Resi,1.67,2019,1,13,1/18/19,1495.0,3.0
Single Family Resi,1.98,2019,1,13,1/1/19,1311.0,3.0
Single Family Resi,2.08,2019,1,13,1/8/19,1300.0,2.0
Condominium,1.48,2019,1,13,1/18/19,1894.0,3.0
Single Family Resi,1.95,2019,1,13,1/15/19,1768.0,3.0
Single Family Resi,2.01,2019,1,13,1/14/19,2292.0,4.0
Condominium,1.35,2019,1,13,1/18/19,668.0,1.0
Quadruplex,0.29,2019,1,13,1/25/19,3120.0,2.0
Condominium,1.2,2019,1,13,1/31/19,791.0,1.0
Quadruplex,1.06,2019,1,13,1/1/19,900.0,2.0
Quadruplex,0.25,2019,1,13,1/3/19,3990.0,3.0
Condominium,1.27,2019,1,13,1/26/19,829.0,2.0
Duplex,0.7,2019,1,13,1/18/19,1560.0,2.0
Condominium,1.25,2019,1,13,1/15/19,875.0,2.0
Duplex,0.58,2019,1,13,1/17/19,1944.0,2.0
Duplex,1.15,2019,1,13,1/25/19,995.0,2.0
Duplex,0.48,2019,1,13,1/1/19,2380.0,2.0
Duplex,0.67,2019,1,13,1/10/19,1715.0,2.0
Single Family Resi,1.68,2019,1,13,1/31/19,684.0,2.0
Duplex,0.65,2019,1,13,1/31/19,1800.0,2.0
Duplex,0.82,2019,1,13,1/8/19,1429.0,2.0
Duplex,0.74,2019,1,13,1/29/19,1691.0,2.0
Condominium,1.51,2019,1,13,1/11/19,829.0,2.0
Duplex,1.17,2019,1,13,1/12/19,1089.0,2.0
Duplex,1.43,2019,1,13,1/21/19,889.0,2.0
Single Family Resi,1.22,2019,1,13,1/24/19,1064.0,2.0
Townhouse,1.4,2019,1,13,1/31/19,930.0,2.0
Condominium,1.18,2019,1,13,1/20/19,1101.0,3.0
Duplex,1.51,2019,1,13,1/23/19,861.0,2.0
Duplex,1.29,2019,1,13,1/11/19,1082.0,3.0
Single Family Resi,0.93,2019,1,13,1/8/19,1508.0,3.0
Single Family Resi,1.27,2019,1,13,1/15/19,1102.0,3.0
Single Family Resi,1.39,2019,1,13,1/3/19,1058.0,3.0
Single Family Resi,1.41,2019,1,13,1/1/19,1064.0,2.0
Condominium,1.06,2019,1,13,1/15/19,1413.0,3.0
Single Family Resi,1.27,2019,1,13,1/31/19,1241.0,2.0
Single Family Resi,1.09,2019,1,13,1/1/19,1444.0,3.0
Single Family Resi,1.16,2019,1,13,1/3/19,1377.0,3.0
Single Family Resi,0.88,2019,1,13,1/10/19,1812.0,4.0
Single Family Resi,1.32,2019,1,13,1/1/19,1282.0,4.0
Single Family Resi,0.99,2019,1,13,1/15/19,1725.0,3.0
Single Family Resi,1.14,2019,1,13,1/9/19,1533.0,3.0
Condominium,1.02,2019,1,13,1/31/19,1766.0,3.0
Single Family Resi,1.01,2019,1,13,1/4/19,1828.0,4.0
Apartment,0.05,2019,1,13,1/31/19,19631.0,1.0
Apartment,0.05,2019,1,13,1/20/19,19631.0,1.0
Apartment,0.05,2019,1,13,1/1/19,19631.0,1.0
Apartment,1.69,2019,1,13,1/23/19,589.0,1.0
See Remarks,2.27,2019,1,13,1/29/19,528.0,1.0
Duplex,1.4,2019,1,13,1/7/19,890.0,2.0
Single Family Resi,1.32,2019,1,13,1/25/19,980.0,2.0
Duplex,1.48,2019,1,13,1/30/19,875.0,2.0
Condominium,1.2,2019,1,13,1/1/19,1080.0,2.0
Duplex,1.64,2019,1,13,1/11/19,810.0,2.0
Duplex,0.69,2019,1,13,1/21/19,1960.0,2.0
Duplex,1.52,2019,1,13,1/7/19,890.0,2.0
Condominium,1.13,2019,1,13,1/18/19,1235.0,2.0
Single Family Resi,1.43,2019,1,13,1/11/19,978.0,3.0
See Remarks,0.63,2019,1,13,1/15/19,2317.0,2.0
Single Family Resi,1.64,2019,1,13,1/29/19,912.0,2.0
Single Family Resi,1.33,2019,1,13,1/29/19,1125.0,3.0
Single Family Resi,1.48,2019,1,13,1/12/19,1011.0,3.0
Single Family Resi,1.86,2019,1,13,1/14/19,862.0,2.0
Single Family Resi,1.02,2019,1,13,1/17/19,1594.0,4.0
Single Family Resi,1.5,2019,1,13,1/16/19,1132.0,3.0
Single Family Resi,2.02,2019,1,13,1/18/19,840.0,2.0
Single Family Resi,1.63,2019,1,13,1/20/19,1040.0,3.0
Single Family Resi,1.43,2019,1,13,1/1/19,1200.0,3.0
Single Family Resi,1.39,2019,1,13,1/11/19,1244.0,3.0
Single Family Resi,0.96,2019,1,13,1/24/19,1820.0,3.0
Single Family Resi,1.75,2019,1,13,1/11/19,1056.0,2.0
Single Family Resi,1.42,2019,1,13,1/15/19,1316.0,2.0
Single Family Resi,1.32,2019,1,13,1/28/19,1475.0,3.0
Condominium,1.5,2019,1,13,1/24/19,1400.0,2.0
Single Family Resi,1.97,2019,1,13,1/12/19,1140.0,3.0
Single Family Resi,1.31,2019,1,13,1/12/19,1754.0,3.0
Single Family Resi,1.33,2019,1,13,1/3/19,1798.0,3.0
Single Family Resi,1.27,2019,1,13,1/28/19,2049.0,3.0
Single Family Resi,1.86,2019,1,13,1/14/19,1506.0,3.0
Townhouse,1.45,2019,1,13,1/9/19,2244.0,4.0
Quadruplex,1.03,2019,1,13,1/11/19,824.0,2.0
Duplex,0.6,2019,1,13,1/3/19,1653.0,2.0
Single Family Resi,1.33,2019,1,13,1/18/19,939.0,2.0
Duplex,0.68,2019,1,13,1/5/19,1972.0,3.0
Manufactured Home,0.71,2019,1,13,1/19/19,1980.0,4.0
Single Family Resi,0.89,2019,1,13,1/9/19,1858.0,4.0
Single Family Resi,0.9,2019,1,13,1/4/19,1984.0,4.0
Apartment,1.27,2019,1,13,1/22/19,650.0,1.0
Apartment,1.38,2019,1,13,1/4/19,600.0,1.0
Apartment,1.3,2019,1,13,1/9/19,640.0,1.0
Apartment,2.09,2019,1,13,1/28/19,400.0,1.0
Apartment,2.11,2019,1,13,1/4/19,400.0,0.0
Apartment,2.57,2019,1,13,1/31/19,331.0,1.0
Apartment,2.1,2019,1,13,1/4/19,415.0,0.0
Apartment,2.64,2019,1,13,1/24/19,331.0,1.0
Apartment,2.16,2019,1,13,1/29/19,415.0,0.0
Apartment,1.13,2019,1,13,1/7/19,800.0,1.0
Condominium,2.44,2019,1,13,1/9/19,379.0,1.0
Apartment,2.44,2019,1,13,1/24/19,410.0,1.0
Apartment,1.33,2019,1,13,1/14/19,750.0,1.0
Condominium,1.81,2019,1,13,1/1/19,554.0,2.0
Apartment,1.41,2019,1,13,1/28/19,725.0,1.0
Apartment,1.91,2019,1,13,1/25/19,540.0,1.0
Apartment,1.41,2019,1,13,1/17/19,760.0,1.0
Apartment,3.16,2019,1,13,1/1/19,340.0,1.0
See Remarks,1.92,2019,1,13,1/10/19,600.0,1.0
Apartment,1.54,2019,1,13,1/3/19,775.0,1.0
Apartment,1.66,2019,1,13,1/31/19,725.0,2.0
Condominium,1.96,2019,1,13,1/2/19,612.0,1.0
Duplex,1.79,2019,1,13,1/26/19,700.0,1.0
Duplex,1.56,2019,1,13,1/29/19,800.0,2.0
Townhouse,1.86,2019,1,13,1/25/19,698.0,1.0
Duplex,1.85,2019,1,13,1/25/19,700.0,1.0
Duplex,2.16,2019,1,13,1/23/19,600.0,2.0
Condominium,1.43,2019,1,13,1/15/19,928.0,1.0
Apartment,1.38,2019,1,13,1/8/19,960.0,2.0
Condominium,1.67,2019,1,13,1/20/19,810.0,2.0
Condominium,1.53,2019,1,13,1/6/19,882.0,2.0
Duplex,1.75,2019,1,13,1/12/19,800.0,2.0
Single Family Resi,1.78,2019,1,13,1/14/19,840.0,2.0
Single Family Resi,0.78,2019,1,13,1/12/19,1916.0,4.0
Single Family Resi,1.57,2019,1,13,1/1/19,990.0,3.0
Single Family Resi,1.95,2019,1,13,1/19/19,816.0,2.0
Condominium,1.25,2019,1,13,1/14/19,1296.0,2.0
Single Family Resi,1.18,2019,1,13,1/28/19,1400.0,3.0
Duplex,0.84,2019,1,13,1/8/19,1955.0,2.0
Duplex,1.3,2019,1,13,1/4/19,1350.0,3.0
Single Family Resi,1.98,2019,1,13,1/1/19,895.0,2.0
Single Family Resi,1.16,2019,1,13,1/14/19,1590.0,3.0
Townhouse,1.61,2019,1,13,1/7/19,1165.0,2.0
Single Family Resi,1.57,2019,1,13,1/20/19,1246.0,2.0
Single Family Resi,1.95,2019,1,13,1/1/19,1000.0,3.0
Single Family Resi,1.26,2019,1,13,1/9/19,1571.0,4.0
Single Family Resi,1.6,2019,1,13,1/29/19,1246.0,3.0
Duplex,2.15,2019,1,13,1/9/19,928.0,2.0
Duplex,0.85,2019,1,13,1/4/19,2334.0,3.0
Single Family Resi,2.61,2019,1,13,1/23/19,778.0,2.0
Single Family Resi,2.2,2019,1,13,1/15/19,952.0,2.0
Single Family Resi,2.0,2019,1,13,1/16/19,1075.0,2.0
Single Family Resi,1.61,2019,1,13,1/29/19,1368.0,2.0
Single Family Resi,1.83,2019,1,13,1/17/19,1200.0,3.0
Single Family Resi,1.83,2019,1,13,1/4/19,1200.0,3.0
Single Family Resi,1.26,2019,1,13,1/19/19,1784.0,3.0
Duplex,0.89,2019,1,13,1/11/19,2682.0,3.0
Single Family Resi,2.13,2019,1,13,1/30/19,1152.0,3.0
Single Family Resi,1.6,2019,1,13,1/1/19,1560.0,3.0
Single Family Resi,2.57,2019,1,13,1/31/19,992.0,2.0
Single Family Resi,1.73,2019,1,13,1/11/19,1557.0,3.0
Single Family Resi,1.66,2019,1,13,1/29/19,1656.0,3.0
Single Family Resi,1.49,2019,1,13,1/18/19,1877.0,3.0
Condominium,1.73,2019,1,13,1/14/19,1618.0,2.0
Single Family Resi,2.42,2019,1,13,1/11/19,1240.0,4.0
Single Family Resi,1.9,2019,1,13,1/1/19,1688.0,3.0
Single Family Resi,1.15,2019,1,13,1/29/19,2944.0,5.0
Single Family Resi,1.71,2019,1,13,1/5/19,2050.0,3.0
Single Family Resi,1.76,2019,1,13,1/11/19,3400.0,3.0
Triplex,1.85,2019,1,13,1/18/19,440.0,1.0
Apartment,2.05,2019,1,13,1/9/19,437.0,0.0
Duplex,0.83,2019,1,13,1/2/19,1080.0,1.0
Duplex,0.67,2019,1,13,1/25/19,1484.0,1.0
Apartment,0.35,2019,1,13,1/22/19,3309.0,1.0
Single Family Resi,2.27,2019,1,13,1/18/19,550.0,1.0
Single Family Resi,1.49,2019,1,13,1/5/19,840.0,3.0
Single Family Resi,3.16,2019,1,13,1/1/19,410.0,1.0
Single Family Resi,2.08,2019,1,13,1/6/19,624.0,2.0
Apartment,2.8,2019,1,13,1/2/19,500.0,1.0
Apartment,2.46,2019,1,13,1/2/19,590.0,1.0
Single Family Resi,1.78,2019,1,13,1/9/19,840.0,3.0
Single Family Resi,1.56,2019,1,13,1/15/19,962.0,3.0
Condominium,2.34,2019,1,13,1/4/19,642.0,0.0
Condominium,1.97,2019,1,13,1/23/19,785.0,1.0
Single Family Resi,1.77,2019,1,13,1/1/19,896.0,3.0
Single Family Resi,2.38,2019,1,13,1/25/19,672.0,2.0
Single Family Resi,1.58,2019,1,13,1/18/19,1043.0,3.0
Condominium,2.11,2019,1,13,1/24/19,782.0,1.0
Condominium,2.21,2019,1,13,1/18/19,747.0,1.0
Single Family Resi,1.82,2019,1,13,1/31/19,920.0,2.0
Condominium,3.03,2019,1,13,1/30/19,560.0,1.0
Single Family Resi,1.28,2019,1,13,1/9/19,1330.0,3.0
Single Family Resi,1.89,2019,1,13,1/18/19,978.0,2.0
Single Family Resi,1.88,2019,1,13,1/30/19,1003.0,2.0
Single Family Resi,2.11,2019,1,13,1/17/19,900.0,2.0
Condominium,1.6,2019,1,13,1/3/19,1190.0,1.0
See Remarks,1.26,2019,1,13,1/14/19,1511.0,4.0
Single Family Resi,1.48,2019,1,13,1/17/19,1320.0,3.0
Single Family Resi,1.88,2019,1,13,1/19/19,1064.0,2.0
Duplex,1.45,2019,1,13,1/18/19,1375.0,3.0
Single Family Resi,1.39,2019,1,13,1/1/19,1436.0,2.0
Single Family Resi,2.02,2019,1,13,1/11/19,1064.0,2.0
Single Family Resi,1.83,2019,1,13,1/31/19,1200.0,3.0
Single Family Resi,2.84,2019,1,13,1/19/19,776.0,2.0
Single Family Resi,1.67,2019,1,13,1/13/19,1347.0,3.0
Single Family Resi,2.16,2019,1,13,1/23/19,1066.0,3.0
Single Family Resi,2.86,2019,1,13,1/10/19,804.0,2.0
