Property Sub Type,Close$/SqFt,Close_Year,Close_Month,close_month_index,Close Date,SqFt,# Beds
Condominium,1.51,2020,11,35,11/6/20,855.0,2.0
Condominium,1.27,2020,11,35,11/18/20,1017.0,2.0
Condominium,1.89,2020,11,35,11/18/20,684.0,2.0
See Remarks,0.39,2020,11,35,11/18/20,3356.0,1.0
Condominium,1.88,2020,11,35,11/9/20,693.0,1.0
Condominium,1.63,2020,11,35,11/7/20,830.0,2.0
Condominium,1.8,2020,11,35,11/19/20,777.0,2.0
See Remarks,1.59,2020,11,35,11/30/20,975.0,1.0
Duplex,0.62,2020,11,35,11/29/20,2580.0,2.0
Condominium,1.93,2020,11,35,11/30/20,853.0,2.0
Condominium,1.58,2020,11,35,11/12/20,1138.0,2.0
Condominium,1.77,2020,11,35,11/20/20,1017.0,2.0
Duplex,0.92,2020,11,35,11/10/20,2067.0,2.0
Single Family Resi,1.01,2020,11,35,11/1/20,1882.0,3.0
Condominium,1.66,2020,11,35,11/30/20,1145.0,2.0
Duplex,0.83,2020,11,35,11/23/20,2407.0,4.0
Single Family Resi,1.4,2020,11,35,11/13/20,1559.0,3.0
Condominium,1.96,2020,11,35,11/10/20,1122.0,3.0
Duplex,1.36,2020,11,35,11/5/20,1990.0,4.0
Quadruplex,0.27,2020,11,35,11/29/20,4296.0,2.0
Duplex,0.67,2020,11,35,11/14/20,1984.0,2.0
Duplex,1.28,2020,11,35,11/17/20,1131.0,2.0
Duplex,1.28,2020,11,35,11/23/20,1131.0,2.0
Single Family Resi,1.07,2020,11,35,11/5/20,1450.0,4.0
Condominium,1.2,2020,11,35,11/30/20,1456.0,2.0
Single Family Resi,1.17,2020,11,35,11/25/20,1506.0,3.0
Single Family Resi,1.55,2020,11,35,11/27/20,1256.0,2.0
Single Family Resi,1.33,2020,11,35,11/22/20,1652.0,4.0
Single Family Resi,1.22,2020,11,35,11/30/20,2454.0,3.0
Single Family Resi,1.02,2020,11,35,11/27/20,3527.0,5.0
Single Family Resi,1.42,2020,11,35,11/3/20,2737.0,4.0
Apartment,1.76,2020,5,29,5/18/20,509.0,1.0
Apartment,1.39,2020,5,29,5/6/20,812.0,2.0
Condominium,1.96,2020,5,29,5/1/20,598.0,1.0
Apartment,1.36,2020,5,29,5/8/20,906.0,2.0
Apartment,1.54,2020,5,29,5/4/20,812.0,2.0
Condominium,1.82,2020,5,29,5/12/20,712.0,1.0
See Remarks,1.4,2020,5,29,5/22/20,1000.0,2.0
Condominium,1.34,2020,5,29,5/23/20,1043.0,2.0
Townhouse,1.74,2020,5,29,5/27/20,817.0,2.0
Condominium,1.44,2020,5,29,5/8/20,1043.0,2.0
Quadruplex,1.6,2020,5,29,5/26/20,1000.0,2.0
Condominium,1.44,2020,5,29,5/22/20,1147.0,2.0
Duplex,1.65,2020,5,29,5/10/20,1000.0,2.0
Condominium,1.39,2020,5,29,5/1/20,1183.0,2.0
Duplex,1.45,2020,5,29,5/2/20,1172.0,2.0
Townhouse,1.45,2020,5,29,5/19/20,1251.0,2.0
Duplex,0.66,2020,5,29,5/15/20,2752.0,3.0
Duplex,1.25,2020,5,29,5/14/20,1500.0,3.0
Duplex,0.63,2020,5,29,5/4/20,2989.0,3.0
Duplex,0.64,2020,5,29,5/5/20,2966.0,3.0
Condominium,1.26,2020,5,29,5/1/20,1548.0,3.0
Condominium,1.28,2020,5,29,5/1/20,1564.0,2.0
Townhouse,1.46,2020,5,29,5/15/20,1371.0,2.0
Duplex,1.67,2020,5,29,5/28/20,1200.0,2.0
Townhouse,1.71,2020,5,29,5/30/20,1168.0,2.0
Townhouse,1.28,2020,5,29,5/1/20,1717.0,3.0
Condominium,1.63,2020,5,29,5/7/20,1413.0,2.0
Single Family Resi,1.21,2020,5,29,5/26/20,2060.0,4.0
Single Family Resi,1.35,2020,5,29,5/27/20,1922.0,3.0
Single Family Resi,1.41,2020,5,29,5/25/20,2128.0,4.0
Single Family Resi,1.55,2020,5,29,5/13/20,2159.0,4.0
Single Family Resi,1.43,2020,5,29,5/16/20,2465.0,4.0
Single Family Resi,1.49,2020,5,29,5/23/20,2515.0,4.0
Duplex,1.48,2020,5,29,5/8/20,2708.0,3.0
Single Family Resi,1.7,2020,5,29,5/4/20,2354.0,4.0
Quadruplex,1.92,2020,5,29,5/24/20,495.0,2.0
Apartment,1.72,2020,5,29,5/1/20,610.0,1.0
Condominium,2.95,2020,5,29,5/5/20,373.0,1.0
Apartment,1.33,2020,5,29,5/24/20,900.0,2.0
Condominium,2.26,2020,5,29,5/16/20,530.0,1.0
Duplex,2.79,2020,5,29,5/16/20,500.0,1.0
Triplex,1.79,2020,5,29,5/14/20,780.0,1.0
Townhouse,2.26,2020,5,29,5/10/20,664.0,1.0
Duplex,1.45,2020,5,29,5/19/20,1050.0,2.0
Quadruplex,1.88,2020,5,29,5/2/20,900.0,2.0
Condominium,2.83,2020,5,29,5/15/20,600.0,1.0
Condominium,2.92,2020,5,29,5/1/20,600.0,1.0
Duplex,1.86,2020,5,29,5/4/20,943.0,2.0
Apartment,1.97,2020,5,29,5/27/20,900.0,1.0
Single Family Resi,2.22,2020,5,29,5/6/20,832.0,2.0
Condominium,1.79,2020,5,29,5/20/20,1034.0,2.0
Condominium,1.93,2020,5,29,5/6/20,980.0,2.0
Duplex,1.65,2020,5,29,5/9/20,1164.0,3.0
Townhouse,1.08,2020,5,29,5/21/20,1800.0,2.0
Condominium,4.06,2020,5,29,5/6/20,491.0,1.0
Single Family Resi,2.3,2020,5,29,5/19/20,868.0,2.0
Single Family Resi,1.92,2020,5,29,5/27/20,1040.0,3.0
Duplex,1.27,2020,5,29,5/27/20,1570.0,2.0
Duplex,1.39,2020,5,29,5/28/20,1440.0,1.0
Single Family Resi,1.45,2020,5,29,5/1/20,1450.0,2.0
Duplex,1.29,2020,5,29,5/1/20,1632.0,3.0
Single Family Resi,2.01,2020,5,29,5/7/20,1093.0,2.0
Duplex,1.18,2020,5,29,5/11/20,1960.0,2.0
Duplex,2.99,2020,5,29,5/26/20,802.0,2.0
Duplex,1.92,2020,5,29,5/22/20,1300.0,2.0
Duplex,1.53,2020,5,29,5/15/20,1632.0,3.0
Condominium,2.01,2020,5,29,5/19/20,1245.0,2.0
Duplex,1.89,2020,5,29,5/1/20,1400.0,3.0
Condominium,2.34,2020,5,29,5/6/20,1282.0,3.0
Single Family Resi,1.47,2020,5,29,5/22/20,2035.0,3.0
Single Family Resi,3.31,2020,5,29,5/11/20,968.0,2.0
Single Family Resi,1.33,2020,5,29,5/4/20,2484.0,4.0
Duplex,2.28,2020,5,29,5/10/20,1470.0,3.0
Condominium,2.02,2020,5,29,5/23/20,1875.0,3.0
Single Family Resi,2.33,2020,5,29,5/9/20,1674.0,3.0
Single Family Resi,2.35,2020,5,29,5/20/20,2128.0,4.0
Single Family Resi,1.88,2020,5,29,5/29/20,2662.0,4.0
Single Family Resi,1.94,2020,5,29,5/24/20,2931.0,4.0
Single Family Resi,3.95,2020,5,29,5/23/20,1749.0,2.0
Apartment,3.06,2020,5,29,5/10/20,2415.0,3.0
Condominium,3.03,2020,5,29,5/26/20,2804.0,4.0
Quadruplex,0.3,2020,5,29,5/22/20,3120.0,2.0
Quadruplex,1.41,2020,5,29,5/27/20,780.0,2.0
Quadruplex,1.54,2020,5,29,5/13/20,780.0,2.0
Condominium,1.64,2020,5,29,5/20/20,753.0,1.0
Duplex,0.83,2020,5,29,5/24/20,1514.0,2.0
Quadruplex,0.27,2020,5,29,5/16/20,4678.0,3.0
Condominium,1.0,2020,5,29,5/26/20,1250.0,3.0
Condominium,1.3,2020,5,29,5/16/20,983.0,2.0
Duplex,1.6,2020,5,29,5/8/20,840.0,2.0
Townhouse,1.37,2020,5,29,5/12/20,983.0,2.0
Duplex,0.65,2020,5,29,5/15/20,2116.0,2.0
Duplex,1.16,2020,5,29,5/19/20,1200.0,3.0
Single Family Resi,1.95,2020,5,29,5/25/20,768.0,2.0
Duplex,1.24,2020,5,29,5/30/20,1211.0,3.0
Duplex,1.5,2020,5,29,5/1/20,1000.0,2.0
Condominium,1.45,2020,5,29,5/14/20,1072.0,2.0
Single Family Resi,1.29,2020,5,29,5/8/20,1232.0,3.0
Single Family Resi,1.29,2020,5,29,5/5/20,1282.0,3.0
Single Family Resi,1.16,2020,5,29,5/4/20,1463.0,3.0
Single Family Resi,1.23,2020,5,29,5/1/20,1380.0,3.0
Single Family Resi,1.41,2020,5,29,5/30/20,1204.0,3.0
Single Family Resi,1.89,2020,5,29,5/22/20,900.0,2.0
Single Family Resi,1.31,2020,5,29,5/15/20,1328.0,3.0
Single Family Resi,1.2,2020,5,29,5/18/20,1457.0,3.0
Single Family Resi,1.16,2020,5,29,5/22/20,1536.0,3.0
Single Family Resi,0.94,2020,5,29,5/8/20,1915.0,4.0
Single Family Resi,1.19,2020,5,29,5/8/20,1507.0,3.0
Single Family Resi,1.59,2020,5,29,5/28/20,1161.0,3.0
Single Family Resi,1.35,2020,5,29,5/7/20,1375.0,3.0
Single Family Resi,1.11,2020,5,29,5/15/20,1668.0,4.0
Single Family Resi,1.0,2020,5,29,5/15/20,1849.0,3.0
Single Family Resi,1.18,2020,5,29,5/22/20,1566.0,3.0
Single Family Resi,0.98,2020,5,29,5/18/20,1900.0,3.0
Single Family Resi,1.31,2020,5,29,5/15/20,1484.0,3.0
Single Family Resi,1.37,2020,5,29,5/20/20,1428.0,3.0
Single Family Resi,1.43,2020,5,29,5/15/20,1394.0,3.0
Single Family Resi,1.31,2020,5,29,5/13/20,1607.0,4.0
Single Family Resi,0.94,2020,5,29,5/24/20,2242.0,4.0
Single Family Resi,1.4,2020,5,29,5/1/20,1502.0,3.0
Single Family Resi,1.05,2020,5,29,5/29/20,2057.0,3.0
Single Family Resi,1.37,2020,5,29,5/9/20,1604.0,4.0
Single Family Resi,1.24,2020,5,29,5/1/20,1968.0,3.0
Single Family Resi,1.29,2020,5,29,5/22/20,1941.0,3.0
Single Family Resi,1.5,2020,5,29,5/15/20,1667.0,3.0
Condominium,1.13,2020,5,29,5/15/20,2299.0,3.0
Single Family Resi,0.85,2020,5,29,5/14/20,3054.0,4.0
Single Family Resi,1.39,2020,5,29,5/16/20,1973.0,3.0
Single Family Resi,0.82,2020,5,29,5/22/20,3373.0,4.0
Single Family Resi,1.24,2020,5,29,5/27/20,2377.0,4.0
Single Family Resi,1.22,2020,5,29,5/21/20,2461.0,3.0
Apartment,1.31,2020,5,29,5/1/20,651.0,1.0
Apartment,1.59,2020,5,29,5/6/20,564.0,1.0
Apartment,1.65,2020,5,29,5/18/20,564.0,1.0
Quadruplex,1.12,2020,5,29,5/27/20,893.0,2.0
Condominium,1.54,2020,5,29,5/29/20,650.0,1.0
Apartment,1.39,2020,5,29,5/23/20,725.0,1.0
Apartment,1.71,2020,5,29,5/12/20,630.0,2.0
Apartment,1.32,2020,5,29,5/28/20,815.0,2.0
Single Family Resi,1.47,2020,5,29,5/1/20,744.0,2.0
Apartment,1.29,2020,5,29,5/11/20,850.0,2.0
Quadruplex,1.06,2020,5,29,5/21/20,1038.0,2.0
Condominium,1.76,2020,5,29,5/26/20,625.0,1.0
Condominium,1.76,2020,5,29,5/5/20,650.0,1.0
Condominium,1.77,2020,5,29,5/1/20,650.0,1.0
Condominium,2.0,2020,5,29,5/13/20,576.0,1.0
Duplex,0.72,2020,5,29,5/23/20,1653.0,2.0
Quadruplex,1.0,2020,5,29,5/27/20,1200.0,2.0
Duplex,0.66,2020,5,29,5/18/20,1865.0,2.0
See Remarks,1.44,2020,5,29,5/8/20,850.0,2.0
Duplex,0.76,2020,5,29,5/12/20,1709.0,2.0
Duplex,1.47,2020,5,29,5/1/20,900.0,2.0
Condominium,1.38,2020,5,29,5/29/20,959.0,2.0
Single Family Resi,0.9,2020,5,29,5/1/20,1560.0,2.0
Duplex,1.58,2020,5,29,5/1/20,887.0,2.0
Single Family Resi,1.95,2020,5,29,5/21/20,768.0,2.0
Triplex,1.16,2020,5,29,5/12/20,1290.0,3.0
Duplex,1.72,2020,5,29,5/23/20,870.0,2.0
Duplex,1.68,2020,5,29,5/13/20,892.0,2.0
Duplex,0.89,2020,5,29,5/28/20,1795.0,2.0
Single Family Resi,1.59,2020,5,29,5/15/20,1022.0,3.0
Single Family Resi,1.98,2020,5,29,5/2/20,832.0,2.0
Single Family Resi,2.29,2020,5,29,5/1/20,720.0,2.0
Single Family Resi,1.51,2020,5,29,5/19/20,1190.0,3.0
Single Family Resi,2.16,2020,5,29,5/30/20,858.0,2.0
Single Family Resi,1.61,2020,5,29,5/5/20,1204.0,3.0
Single Family Resi,1.19,2020,5,29,5/1/20,1638.0,3.0
Condominium,1.75,2020,5,29,5/1/20,1150.0,2.0
Single Family Resi,1.9,2020,5,29,5/16/20,1080.0,3.0
Single Family Resi,2.07,2020,5,29,5/29/20,1060.0,3.0
Duplex,1.26,2020,5,29,5/28/20,1750.0,2.0
Condominium,1.6,2020,5,29,5/1/20,1408.0,3.0
Condominium,1.75,2020,5,29,5/15/20,1338.0,3.0
Duplex,1.52,2020,5,29,5/28/20,1550.0,3.0
Single Family Resi,2.83,2020,5,29,5/15/20,847.0,2.0
Single Family Resi,1.49,2020,5,29,5/4/20,1645.0,3.0
Condominium,1.94,2020,5,29,5/21/20,1290.0,2.0
Townhouse,1.69,2020,5,29,5/1/20,1540.0,3.0
Single Family Resi,1.36,2020,5,29,5/6/20,2092.0,5.0
Single Family Resi,1.68,2020,5,29,5/26/20,1788.0,4.0
Single Family Resi,2.73,2020,5,29,5/22/20,1100.0,2.0
Single Family Resi,1.98,2020,5,29,5/11/20,1517.0,3.0
Single Family Resi,1.47,2020,5,29,5/14/20,2457.0,4.0
Condominium,1.57,2020,5,29,5/1/20,2328.0,3.0
Single Family Resi,1.93,2020,5,29,5/9/20,2022.0,4.0
Condominium,1.5,2020,5,29,5/1/20,516.0,1.0
Quadruplex,1.06,2020,5,29,5/22/20,900.0,2.0
Condominium,1.44,2020,5,29,5/8/20,727.0,1.0
Condominium,1.39,2020,5,29,5/27/20,791.0,1.0
Duplex,1.33,2020,5,29,5/28/20,900.0,2.0
Duplex,1.55,2020,5,29,5/8/20,775.0,2.0
Duplex,0.67,2020,5,29,5/1/20,1870.0,2.0
Duplex,0.64,2020,5,29,5/15/20,1968.0,2.0
Condominium,1.05,2020,5,29,5/1/20,1193.0,3.0
Duplex,0.76,2020,5,29,5/21/20,1680.0,2.0
Duplex,0.9,2020,5,29,5/21/20,1429.0,2.0
Duplex,1.3,2020,5,29,5/22/20,993.0,2.0
Condominium,1.27,2020,5,29,5/1/20,1020.0,2.0
Duplex,1.56,2020,5,29,5/6/20,834.0,2.0
Duplex,0.78,2020,5,29,5/15/20,1661.0,2.0
Duplex,0.6,2020,5,29,5/1/20,2166.0,2.0
Duplex,1.24,2020,5,29,5/15/20,1060.0,2.0
Townhouse,1.18,2020,5,29,5/18/20,1144.0,2.0
Condominium,1.21,2020,5,29,5/15/20,1157.0,2.0
Duplex,1.27,2020,5,29,5/8/20,1120.0,3.0
Duplex,1.17,2020,5,29,5/30/20,1275.0,3.0
Duplex,0.76,2020,5,29,5/1/20,1980.0,2.0
Single Family Resi,1.6,2020,5,29,5/22/20,934.0,2.0
Single Family Resi,1.44,2020,5,29,5/22/20,1040.0,3.0
Duplex,0.68,2020,5,29,5/4/20,2253.0,3.0
Single Family Resi,1.5,2020,5,29,5/22/20,1034.0,2.0
Single Family Resi,1.79,2020,5,29,5/24/20,864.0,3.0
Single Family Resi,0.94,2020,5,29,5/8/20,1699.0,3.0
Single Family Resi,1.31,2020,5,29,5/1/20,1226.0,3.0
Single Family Resi,1.34,2020,5,29,5/22/20,1195.0,3.0
Duplex,1.19,2020,5,29,5/15/20,1348.0,2.0
Single Family Resi,1.54,2020,5,29,5/1/20,1087.0,3.0
Single Family Resi,1.65,2020,5,29,5/15/20,1030.0,3.0
Single Family Resi,1.28,2020,5,29,5/25/20,1328.0,3.0
Single Family Resi,1.3,2020,5,29,5/15/20,1302.0,3.0
Single Family Resi,1.41,2020,5,29,5/15/20,1237.0,3.0
Single Family Resi,1.02,2020,5,29,5/16/20,1720.0,3.0
Single Family Resi,1.26,2020,5,29,5/1/20,1384.0,3.0
Single Family Resi,1.48,2020,5,29,5/14/20,1217.0,3.0
Single Family Resi,1.48,2020,5,29,5/4/20,1218.0,3.0
Single Family Resi,0.94,2020,5,29,5/11/20,2015.0,4.0
Single Family Resi,1.42,2020,5,29,5/5/20,1330.0,3.0
Single Family Resi,0.88,2020,5,29,5/15/20,2164.0,4.0
Single Family Resi,1.25,2020,5,29,5/22/20,1520.0,4.0
Single Family Resi,1.06,2020,5,29,5/1/20,1840.0,4.0
Single Family Resi,0.83,2020,5,29,5/23/20,2394.0,5.0
Single Family Resi,1.47,2020,5,29,5/1/20,1361.0,3.0
Apartment,1.54,2020,5,29,5/11/20,488.0,1.0
Apartment,1.54,2020,5,29,5/21/20,488.0,1.0
Apartment,1.54,2020,5,29,5/11/20,488.0,1.0
Apartment,0.94,2020,5,29,5/21/20,900.0,1.0
Duplex,0.67,2020,5,29,5/25/20,1422.0,2.0
Condominium,4.04,2020,5,29,5/12/20,235.0,1.0
Quadruplex,0.37,2020,5,29,5/25/20,2952.0,2.0
See Remarks,1.75,2020,5,29,5/8/20,684.0,1.0
Duplex,0.73,2020,5,29,5/2/20,1647.0,2.0
Condominium,1.63,2020,5,29,5/15/20,800.0,2.0
Condominium,2.61,2020,5,29,5/15/20,517.0,1.0
Quadruplex,0.31,2020,5,29,5/1/20,4314.0,3.0
Condominium,1.65,2020,5,29,5/5/20,820.0,2.0
Duplex,0.88,2020,5,29,5/9/20,1578.0,3.0
Condominium,2.59,2020,5,29,5/7/20,551.0,1.0
Duplex,1.49,2020,5,29,5/12/20,972.0,2.0
Condominium,2.15,2020,5,29,5/1/20,675.0,1.0
Duplex,1.83,2020,5,29,5/1/20,821.0,2.0
Duplex,1.65,2020,5,29,5/19/20,925.0,2.0
Single Family Resi,1.47,2020,5,29,5/27/20,1056.0,3.0
Duplex,0.67,2020,5,29,5/23/20,2326.0,2.0
Single Family Resi,1.36,2020,5,29,5/15/20,1174.0,3.0
Single Family Resi,2.1,2020,5,29,5/13/20,772.0,2.0
Duplex,1.65,2020,5,29,5/21/20,1000.0,2.0
Single Family Resi,1.81,2020,5,29,5/22/20,912.0,2.0
Duplex,1.63,2020,5,29,5/14/20,1010.0,2.0
Duplex,1.62,2020,5,29,5/15/20,1020.0,2.0
Single Family Resi,1.66,2020,5,29,5/9/20,1087.0,3.0
Single Family Resi,1.14,2020,5,29,5/2/20,1715.0,3.0
Single Family Resi,1.14,2020,5,29,5/6/20,1713.0,3.0
Single Family Resi,1.68,2020,5,29,5/22/20,1192.0,3.0
Condominium,2.17,2020,5,29,5/1/20,921.0,2.0
Single Family Resi,1.9,2020,5,29,5/13/20,1155.0,2.0
Single Family Resi,2.03,2020,5,29,5/29/20,1108.0,2.0
Single Family Resi,1.24,2020,5,29,5/21/20,1850.0,4.0
Single Family Resi,1.34,2020,5,29,5/8/20,1722.0,3.0
Single Family Resi,1.02,2020,5,29,5/3/20,2250.0,4.0
Single Family Resi,1.82,2020,5,29,5/20/20,1293.0,3.0
Single Family Resi,1.49,2020,5,29,5/1/20,1572.0,3.0
Duplex,2.45,2020,5,29,5/31/20,1000.0,2.0
Single Family Resi,1.43,2020,5,29,5/18/20,1746.0,3.0
Townhouse,1.84,2020,5,29,5/10/20,1359.0,2.0
Single Family Resi,1.3,2020,5,29,5/30/20,1914.0,4.0
Single Family Resi,1.32,2020,5,29,5/1/20,1888.0,4.0
Single Family Resi,1.66,2020,5,29,5/26/20,1504.0,3.0
Single Family Resi,1.47,2020,5,29,5/21/20,1806.0,4.0
Single Family Resi,1.8,2020,5,29,5/16/20,1500.0,2.0
Single Family Resi,1.46,2020,5,29,5/13/20,2059.0,4.0
Townhouse,1.58,2020,5,29,5/15/20,1962.0,3.0
Single Family Resi,1.83,2020,5,29,5/25/20,1752.0,3.0
Condominium,1.89,2020,5,29,5/15/20,1768.0,3.0
Townhouse,1.5,2020,5,29,5/22/20,2235.0,3.0
Single Family Resi,1.64,2020,5,29,5/16/20,2075.0,3.0
Townhouse,1.51,2020,5,29,5/19/20,2418.0,3.0
Single Family Resi,2.04,2020,5,29,5/27/20,1884.0,3.0
Single Family Resi,0.92,2020,5,29,5/22/20,1308.0,4.0
Single Family Resi,1.0,2020,5,29,5/8/20,1345.0,3.0
Duplex,1.04,2020,5,29,5/18/20,1328.0,2.0
Single Family Resi,1.14,2020,5,29,5/24/20,1299.0,3.0
Single Family Resi,1.07,2020,5,29,5/25/20,1401.0,3.0
Single Family Resi,1.55,2020,5,29,5/10/20,1000.0,3.0
Single Family Resi,1.08,2020,5,29,5/4/20,1429.0,3.0
Single Family Resi,1.07,2020,5,29,5/8/20,1472.0,3.0
Single Family Resi,1.19,2020,5,29,5/18/20,1345.0,4.0
Single Family Resi,1.2,2020,5,29,5/17/20,1352.0,3.0
Single Family Resi,0.94,2020,5,29,5/5/20,1727.0,3.0
Single Family Resi,1.37,2020,5,29,5/15/20,1207.0,3.0
Single Family Resi,1.0,2020,5,29,5/16/20,1657.0,3.0
Single Family Resi,1.07,2020,5,29,5/20/20,1545.0,3.0
Single Family Resi,1.12,2020,5,29,5/5/20,1509.0,3.0
Single Family Resi,1.24,2020,5,29,5/20/20,1366.0,3.0
Single Family Resi,1.04,2020,5,29,5/12/20,1678.0,4.0
Single Family Resi,0.72,2020,5,29,5/26/20,2573.0,3.0
Single Family Resi,0.89,2020,5,29,5/7/20,2189.0,4.0
Single Family Resi,0.99,2020,5,29,5/27/20,2019.0,4.0
Single Family Resi,0.8,2020,5,29,5/15/20,2502.0,4.0
Single Family Resi,0.97,2020,5,29,5/26/20,2110.0,4.0
Single Family Resi,1.09,2020,5,29,5/8/20,2572.0,3.0
Single Family Resi,1.5,2020,5,29,5/23/20,2668.0,3.0
Apartment,2.0,2020,5,29,5/1/20,400.0,0.0
Apartment,2.0,2020,5,29,5/1/20,400.0,0.0
Apartment,2.09,2020,5,29,5/16/20,400.0,0.0
Quadruplex,1.44,2020,5,29,5/15/20,589.0,1.0
Apartment,2.13,2020,5,29,5/31/20,400.0,0.0
See Remarks,2.19,2020,5,29,5/14/20,400.0,0.0
See Remarks,0.84,2020,5,29,5/1/20,1066.0,1.0
Apartment,1.85,2020,5,29,5/13/20,500.0,1.0
Apartment,1.65,2020,5,29,5/8/20,565.0,0.0
See Remarks,1.74,2020,5,29,5/5/20,540.0,1.0
See Remarks,1.74,2020,5,29,5/3/20,540.0,1.0
See Remarks,2.36,2020,5,29,5/1/20,400.0,0.0
Apartment,1.58,2020,5,29,5/1/20,600.0,1.0
Apartment,2.4,2020,5,29,5/1/20,396.0,1.0
Apartment,2.53,2020,5,29,5/4/20,396.0,1.0
Apartment,2.44,2020,5,29,5/11/20,410.0,1.0
Apartment,0.08,2020,5,29,5/27/20,12384.0,1.0
Quadruplex,1.56,2020,5,29,5/8/20,700.0,1.0
Condominium,2.2,2020,5,29,5/4/20,500.0,1.0
Apartment,2.69,2020,5,29,5/11/20,409.0,1.0
Apartment,3.24,2020,5,29,5/11/20,340.0,0.0
Condominium,2.3,2020,5,29,5/15/20,500.0,1.0
Duplex,1.2,2020,5,29,5/21/20,1000.0,1.0
Apartment,2.14,2020,5,29,5/22/20,560.0,1.0
Duplex,0.64,2020,5,29,5/23/20,1936.0,1.0
Condominium,2.31,2020,5,29,5/29/20,540.0,2.0
Duplex,1.81,2020,5,29,5/19/20,767.0,2.0
Single Family Resi,1.98,2020,5,29,5/27/20,704.0,2.0
Apartment,1.47,2020,5,29,5/22/20,950.0,2.0
See Remarks,0.56,2020,5,29,5/6/20,2496.0,2.0
Apartment,1.53,2020,5,29,5/4/20,950.0,2.0
Duplex,1.72,2020,5,29,5/15/20,850.0,1.0
Single Family Resi,1.66,2020,5,29,5/1/20,900.0,2.0
Condominium,1.71,2020,5,29,5/8/20,876.0,2.0
Duplex,1.88,2020,5,29,5/15/20,824.0,2.0
Triplex,1.88,2020,5,29,5/29/20,832.0,2.0
Single Family Resi,1.18,2020,5,29,5/28/20,1336.0,3.0
Single Family Resi,1.91,2020,5,29,5/27/20,836.0,1.0
Single Family Resi,1.78,2020,5,29,5/10/20,900.0,2.0
Single Family Resi,1.96,2020,5,29,5/6/20,840.0,2.0
Condominium,1.78,2020,5,29,5/17/20,927.0,2.0
Single Family Resi,1.43,2020,5,29,5/27/20,1152.0,2.0
Single Family Resi,1.89,2020,5,29,5/31/20,874.0,2.0
Duplex,0.73,2020,5,29,5/15/20,2250.0,2.0
Single Family Resi,2.53,2020,5,29,5/1/20,672.0,2.0
Single Family Resi,1.82,2020,5,29,5/5/20,960.0,2.0
Duplex,3.18,2020,5,29,5/26/20,550.0,1.0
Single Family Resi,1.94,2020,5,29,5/22/20,914.0,2.0
Single Family Resi,0.64,2020,5,29,5/26/20,2800.0,2.0
Duplex,1.99,2020,5,29,5/26/20,900.0,1.0
Duplex,2.11,2020,5,29,5/30/20,850.0,2.0
Townhouse,1.53,2020,5,29,5/29/20,1176.0,2.0
Single Family Resi,1.63,2020,5,29,5/21/20,1105.0,2.0
Single Family Resi,2.14,2020,5,29,5/3/20,884.0,2.0
Single Family Resi,1.92,2020,5,29,5/18/20,1013.0,2.0
Single Family Resi,1.81,2020,5,29,5/1/20,1104.0,3.0
Townhouse,1.8,2020,5,29,5/26/20,1165.0,2.0
Single Family Resi,1.65,2020,5,29,5/14/20,1272.0,2.0
Single Family Resi,1.59,2020,5,29,5/8/20,1319.0,3.0
Single Family Resi,2.11,2020,5,29,5/12/20,1017.0,2.0
See Remarks,3.58,2020,5,29,5/1/20,600.0,2.0
Single Family Resi,2.05,2020,5,29,5/22/20,1070.0,2.0
Single Family Resi,1.47,2020,5,29,5/26/20,1500.0,2.0
Single Family Resi,1.94,2020,5,29,5/27/20,1136.0,3.0
Single Family Resi,2.13,2020,5,29,5/11/20,1033.0,3.0
Duplex,1.96,2020,5,29,5/26/20,1150.0,3.0
Duplex,1.67,2020,5,29,5/13/20,1350.0,3.0
Single Family Resi,1.64,2020,5,29,5/1/20,1396.0,3.0
Single Family Resi,2.44,2020,5,29,5/15/20,944.0,2.0
Single Family Resi,1.62,2020,5,29,5/15/20,1418.0,3.0
Single Family Resi,1.33,2020,5,29,5/7/20,1727.0,3.0
Single Family Resi,1.57,2020,5,29,5/23/20,1522.0,2.0
Single Family Resi,2.58,2020,5,29,5/4/20,930.0,2.0
Single Family Resi,2.49,2020,5,29,5/4/20,960.0,2.0
Duplex,1.34,2020,5,29,5/30/20,1820.0,3.0
Duplex,1.34,2020,5,29,5/30/20,1820.0,3.0
Condominium,1.22,2020,5,29,5/4/20,2052.0,3.0
Condominium,1.86,2020,5,29,5/4/20,1374.0,3.0
Single Family Resi,2.01,2020,5,29,5/20/20,1294.0,3.0
Single Family Resi,2.14,2020,5,29,5/8/20,1210.0,3.0
Duplex,1.11,2020,5,29,5/26/20,2334.0,3.0
Single Family Resi,2.47,2020,5,29,5/30/20,1050.0,3.0
Single Family Resi,1.76,2020,5,29,5/22/20,1475.0,3.0
Single Family Resi,1.87,2020,5,29,5/29/20,1391.0,3.0
Duplex,1.13,2020,5,29,5/26/20,2334.0,3.0
Single Family Resi,1.85,2020,5,29,5/26/20,1459.0,3.0
Single Family Resi,2.03,2020,5,29,5/5/20,1380.0,3.0
Single Family Resi,2.03,2020,5,29,5/22/20,1404.0,3.0
Single Family Resi,1.74,2020,5,29,5/19/20,1666.0,3.0
Single Family Resi,2.03,2020,5,29,5/25/20,1455.0,3.0
Condominium,1.46,2020,5,29,5/12/20,2023.0,3.0
